title,0
Persona (1966) - IMDb,"[['Ingmar Bergman', 'masterpiece', 'Persona', 'image of light', 'lamp', 'film projector', 'film', 'spools'], ['series of images', 'spider', 'montage', 'silent comedies', 'spike', 'man', 'hand', 'morgue'], ['film', 'enigmatic picture', 'young boy', 'women', 'giant screen', 'front'], ['Are', 'strange images', 'film', 'reality'], ['Persona', 'Sister Alma', 'Bibi Andersson', 'nurse', 'actress', 'Elizabeth Vogler', 'Liv Ullman', 'middle', 'performance of Electra'], ['Alma', 'nothing', 'Elizabeth'], [], ['Alma', 'Elizabeth retreat', 'head physician', 'summer cottage', 'small island', 'recuperation'], ['Alma', 'only one', 'relationship grows', 'Alma', 'someone'], ['share with Elizabeth', 'vulnerable moments'], ['high point', 'film', 'Alma', 'detailed description', 'sexual encounter', 'teenage boys', 'beach', 'nude'], ['Elizabeth', 'attentive listener', 'facial expression', 'Alma', 'personal details'], ['Alma', 'Elizabeth', 'unsealed letter', 'doctor'], ['letter', 'Elizabeth', 'Alma', 'study', 'infatuation', 'charming'], ['Alma', 'anger', 'patient', 'forgiveness'], ['emotional violence', 'Bergman', 'repeats images', 'opening sequence', 'close-up', 'eye', 'observers'], ['relationship', 'women', 'struggle of wills'], ['Alma', 'Elizabeth'], ['new power', 'Elizabeth', 'personality', 'Alma'], ['nuance of emotion', 'facial expressions', 'remarkable actresses'], ['Persona', 'surreal images', 'dream sequences', 'illusion and reality'], ['scene', 'Alma', 'Elizabeth', 'room at night'], ['Alma', 'next morning', 'room', 'Elizabeth', 'head'], ['truth', 'event'], ['Bergman', 'help'], ['scenes', 'Mr. Vogler', 'Elizabeth', 'picture', 'son', 'beginning', 'film'], ['sense', 'discontinuous elements', 'thinking', 'traditional linear ways'], ['Persona'], ['persona', 'mask', 'fears and insecurities'], ['Elizabeth', 'role as actress', 'wife', 'mother'], ['inauthentic role'], ['Alma', 'other hand', 'dutiful wife', 'supportive nurse', 'Elizabeth'], ['memorable scene', 'women', 'composite', 'overlapping shot', 'image', 'roles'], ['successive viewings', 'Persona', 'greatness', 'unbearably intimate', 'images', 'Sven Nykvist'], ['raw power', 'film', 'touch', 'feelings of hurt', 'desperation', 'people', 'own life'], ['Persona', 'powerful personal experience']]"
The Cabinet of Dr. Caligari (1920) - IMDb,"[['Cabinet of Doctor Caligari', 'years', 'time', 'triumphant accomplishment', 'genre', 'German Expressionism'], ['stunning sets', 'crooked buildings', 'twisted landscapes', 'Cabinet', 'first attempts', 'twist', 'something', 'time.Told', 'point of view', 'Francis', 'young man', 'village of Holstenwall', 'Germany', 'Cabinet', 'tale of murder', 'madness', 'arrival', 'carnival'], ['Francis', 'friend Alan', 'carnival', 'sideshow attraction Cesare', 'Somnambulist', 'gaunt', 'hideous young man', 'life sleeping', 'coffin-like cabinet', 'future', 'awake'], ['Cesare', 'Conrad Veidt', 'Nazi general', 'Casablanca', 'Alan', 'Alan', 'next morning'], ['Suspicion', 'eerie somnambulist', 'strange keeper', 'man', 'Caligari'], ['Francis', 'mystery', 'friends killer', 'beautiful young Jane', 'Alan and Francis', 'next victim.This', 'creepy film', 'mysteries', 'abnormal mind', 'uncomfortable journey'], ['Everyone', 'end', 'mad'], ['Subtle', 'world', 'way', 'insane person', 'nightmarish terrain', 'nothing', 'sense and balance'], ['impact', 'film', 'today', 'good reason'], ['shocking', 'masterpiece'], []]"
Predestination (2014) - IMDb,"[['movie', 'time tonight', 'first time'], ['cliche', 'film', 'something'], ['story', 'acting by Ethan Hawke', 'Sarah Snook', 'Noah Taylor', 'top notch', 'Oscar nomination', 'negative reviewers'], ['Complain', 'plot'], ['plot'], ['twist', 'twist', 'Barkeep', 'Unmarried mother', 'same person', 'minutes', 'film', 'face of Jane', 'explosion', 'healed face', 'Bartender'], ['twist', 'storytellers', 'Jane', 'face', 'opening scene'], ['people'], ['plenty of dialogue', 'movie', 'reaffirm', 'plot point'], ['fact that he/she', 'fizzle bomber'], ['payoff.The', 'twist', 'Jane', 'surgeon', 'Cesarean', 'hermaphrodite', 'REAL', 'medical condition', 'plot'], ['climatic moment', 'film', 'OMG', 'moment'], ['wrenching scene', 'Sarah Snook', 'amazing job', 'subsequent scene', 'voice', 'herself', 'name Jane'], ['performance'], ['first viewing', 'film', 'one', 'ONE'], ['twist', 'ingredient', 'time', 'travel movie', 'others', 'work'], ['Robertson', 'Bartender', 'nature', 'anomaly', 'time travel'], ['ancestry', 'circular ancestry'], ['own father/mother/child/grandparent'], ['whole life', 'action'], ['sense', 'existence', 'time', 'paradox'], ['Marty McFly', 'timeline'], ['Robertson', 'Bureau.While', 'important twist', 'story', 'others'], ['Jane', 'lover'], ['Bartender', 'time', 'baby', 'temporal loop'], ['field kit', 'unfortunate error/', 'malfunction'], ['close attention', 'accident'], ['fact Robertson', 'Bartender', 'FINAL', 'mission', 'Robertson', 'note', 'timer'], ['step', 'Robertson', 'John', 'Fizzle bomber', 'acts', 'evils', 'consequences', 'tragedies', 'lives', 'travel movie', 'edge', 'seat'], ['Screenplay', 'tour de force'], ['Go']]"
Source Code (2011) - IMDb,"[['movie'], ['price'], ['movie', 'point'], ['lot of movies', 'much time', 'story'], ['film', 'off', 'film'], ['beginning', 'middle', 'end'], ['storyline', 'time'], ['film', 'source code'], ['only downside', 'film', 'minutes'], ['good thing'], ['Shows', 'film', 'GO CHECK IT OUT']]"
Nightcrawler (2014) - IMDb,"[['Jake Gyllenhaal', 'Nightcrawler', 'special film'], ['man', 'nothing but gold'], ['Nightcrawler', 'experience', 'journey', 'streets of LA', 'minds of media moguls', 'everything', 'eyes', 'slimeball reporter Louis Bloom', 'Jake Gyllenhaal'], ['Nightcrawler', 'many levels'], ['writing and direction', 'debut by Dan Gilroy', 'duties'], ['clear vision', 'LA', 'tone transfers', 'big screen'], ['acting', 'Gyllenhaal', 'performance', 'polar opposite', 'character in Prisoners', 'point', 'second'], ['casting choice', 'movie.The movie', 'clear message', 'media', 'stories', 'benefits'], ['message', 'times'], ['Nightcrawler', 'gritty streets', 'hustling thief', 'Lou', 'videographer of crime scenes', 'footage', 'news channel', 'money'], ['journey with Lou', 'transformation', 'sleazy', 'ambitious individual', 'self-serving sociopath'], [], ['charisma', 'true intentions', 'peek', 'psyche', 'aspect', 'movie'], ['character study', 'entire lifestyle', 'enough elegance and wit', 'board', 'whole', 'tone present'], ['Lou', 'persistence', 'crass remarks', 'anyone', 'good laughs'], ['anything', 'anyone in order', 'way', 'sleazy smirk', 'reaction'], ['Gyllenhaal', 'chemistry with Rene Russo', 'news director', 'work', 'gripping co-dependency', 'movie progresses.Nightcrawler', 'must-watch for fans', 'cinema'], ['work of art', 'standpoint', 'standpoint', 'nature standpoint'], ['hell', 'job', 'dark gloomy world', 'point'], [], ['Nightcrawler']]"
Frankenstein (1931) - IMDb,"[['story of Frankenstein', 'man of science', 'man', 'own image', 'God'], ['tales'], ['mysteries of creation – life', 'death'], [], [], ['horrify'], ['nerves', 'strain', 'chance', 'uh'], ['Van Sloan.Although', 'movie'], ['movie', 'cast', 'Colin Clive', 'Boris Karloff', 'Mae Clarke', 'Edward Van Sloan', 'ETC'], ['movie', 'obvious hints', 'German Expressionism', 'production team', 'films like Nosferatu', 'Cabinet of Dr. Caligari'], ['Gothic style', 'setting', 'sets'], ['movie', 'Frankenstein in media', 'Boris Karloff', 'stardom'], ['musical score', 'horrifying scenes', 'music'], ['movie everyone', 'masterpiece'], ['time'], ['nerves', 'strain', 'chance to-uh']]"
Kill Bill: Vol. 1 (2003) - IMDb,"[['Tarantino', 'previous films', 'cinema', ""expectations for 'Kill Bill"", 'roof'], ['hopes for quality entertainment', 'film'], [], [], ['anything', 'it.In', 'Bill', 'revenge plot', 'story arc', 'Tarantino', 'many different genres', 'mix'], ['complete disregard', 'conventions of filmmaking', 'expressionistic masterpiece', 'own unique style', 'likes', 'world'], ['Cinema', 'exciting'], [""'Kill Bill"", 'Tarantino', 'hype', 'persona'], ['filmmaker', 'generation'], ['Simply', 'stars', '10.Lesser-Known Masterpieces', 'http', '//www.imdb.com/list/ls070242495/Favorite Low-Budget And B-Movies', 'http', 'Favorite Films', 'http', '//www.IMDb.com/list/mkjOKvqlSBs/']]"
The Experiment (2001) - IMDb,"[['intense film'], ['concept', 'true story'], ['lot', 'actual life'], ['movie'], ['good foreign films', 'socks', 'Hollywood garbage', 'day', 'week'], ['characters', 'like real people', 'day', 'day situations'], ['love story', 'only thing', 'little weird'], ['suspense', 'thought', 'anyone'], ['American version', 'anything', 'desired effect', 'case', 'past'], [], ['acting', 'job', 'done.Final Import', 'Movies', 'possibility', 'U.S.DVD Purchase', 'wise choice', 'friend']]"
Serenity (2005) - IMDb,"[['others', 'good job', 'movie'], ['fans and bound', 'movie', 'usual fare', 'movie experience'], ['Firefly world', 'fantasy home', 'characters', 'dilemmas'], ['way', 'aspects', 'Han Solo elements', 'Star Wars', 'world'], ['grand theme'], ['band of fugitives', 'way', 'dangerous sky'], ['something folks', 'space battle', 'psychotic creatures'], ['point', 'name Serenity', 'name', 'ship', 'sense', 'characters', 'search'], ['freedom', 'home', 'ship', 'fans'], ['dinky little scifi flick'], ['movie', 'beautiful feeling', 'ride'], ['opinion', 'thing', 'GREAT movie', 'theater', 'different person'], ['movie', 'journey', 'theater'], ['visual effects', 'unfinished effects', 'nothing', 'characters', 'ship'], ['humor', 'anything', 'theaters', 'year', 'action'], ['week after Episode', 'hands of Mr Lucas', 'months', 'one.This movie', 'something for everyone', 'core', 'geek fandom', 'range of people', 'men and women', 'types', 'surprising amount', 'attractive people', 'ages'], ['rants', 'fans'], ['movie'], ['honest chance', 'journey', 'fan']]"
The Abyss (1989) - IMDb,"[['James Cameron', 'blockbuster hits', 'Terminator', 'Aliens', 'Terminator', 'Judgement Day', 'True Lies', 'Titanic'], ['films', 'paced action', 'tense moments', 'human emotions'], ['film by Cameron', 'same kudos', 'films', 'Abyss'], ['character driven', 'humanistic film', 'blockbuster features', 'James Cameron'], ['Edition version', 'way because situations', 'people', 'depth'], ['Key epic picture', 'excellent acting', 'cast'], ['Certain scenes', 'reviving', 'Bud', 'commuication with aliens moments', 'film', 'interesting constructed vision', 'human nature'], ['ways', 'Abyss', 'ideas', 'Day', 'Earth Stood'], ['film', 'message', 'dangers', 'nuclear weapons'], ['Michael Biehn', 'sterotype persona', 'Abyss', 'battle', 'Lt. Coffey'], ['feature film James Cameron'], ['Abyss', 'way', 'average Titanic'], ['Minor weakness', 'film at times', 'end'], ['Ed Harris', 'performance', 'human depth', 'quality as Virgil Brigman'], ['Mary Elizabeth Mastrantonio', 'Lindsey Brigman', 'perfect counterpart', 'Ed Harris', 'Virgil Brigman', 'characters', 'good couple'], ['Abyss', 'Scifi film', 'pleasure']]"
We Need to Talk About Kevin (2011) - IMDb,"[['film', 'days', 'movies'], ['use of sound', 'camera work', 'stand on end'], ['second time', 'sense', 'opening scenes', 'criticism', 'testament', 'intellect', 'emotional power', 'film', 'member of cast', 'crew'], ['Sadness', 'joy', 'pain', 'nostalgia', 'elation and confusion', 'fraction', 'feelings', 'roller-coaster provokes', 'audience', 'sheer awe', 'seconds of breathless silence', 'screen', 'credits', 'eruption of applause', '....... Astounding']]"
Blade Runner (1982) - IMDb,"[['personal opinion'], ['Everything', 'movie'], ['movie', 'first time'], ['years', 'movie'], ['Timeless and beautiful'], ['star and smile']]"
Misery (1990) - IMDb,"[['novel', 'Stephen King film'], ['drama film', 'thriller', 'horror'], ['scene', 'horror', 'scene', 'Paul Sheldon', 'James Caan', 'car accident'], ['Annie Wilkes', 'Kathy Bates', 'number', 'fan'], ['novel Sheldon', 'character of Annie', 'little mad'], ['Sheldon', 'home', 'character', 'life', 'next novel.Bates', 'Oscar', 'Annie', 'performances'], ['James Caan', 'bed', 'wheelchair', 'film'], ['room', 'spaces', 'movies'], ['Rob Reiner', 'great film', 'bit', 'time', 'time']]"
Zodiac (2007) - IMDb,"[['Zodiac killer story', 'years', 'doubt', 'accurate telling', 'story'], ['film', 'numerous details'], ['facts and theories', 'way', 'viewer', 'someone', 'new information', 'person', 'suspect'], ['Fincher', 'life', 'detective working', 'case'], ['new information', 'end.The film', 'VIPER', 'digital cameras', 'Fincher', 'skills with CGI shots'], ['actors', 'characters'], ['Jake Gyllenhall', 'Robert Downey Jr.', 'excellent performances', 'Mark Ruffalo'], ['Phillip Baker Hall', 'ensemble.The', 'complaint', 'water', 'film'], ['hours', 'intricate story', 'deep characters', 'understood'], ['minute film', 'hour cut', 'story'], ['Character motivation', 'important details', 'cutting room floor.If', 'Zodiac case', 'movie'], ['anything', 'case', 'excellent story'], ['favor', 'movie'], ['nothing', 'Wild Hogs']]"
Searching (2018) - IMDb,"[['film', 'technology department'], ['real websites', 'technology', 'actual examples', 'internet', 'information'], ['right', 'avid tech', 'enthusiastic i', 'storyline', 'twists', 'i'], ['Decent movie']]"
Traffic (2000) - IMDb,"[['year', 'director Steven Soderbergh', 'film', 'Erin Brokovich', 'box office', 'critical acclaim'], ['release', 'film', 'Traffic', 'Soderbergh', 'Oscar nominations', 'Best Director', 'Best Picture', 'movies'], ['wonder', 'Traffic', 'gripping films', 'theatres', 'complex issues', 'war on drugs', 'United States', 'Mexico', 'view', 'nations', 'whole', 'personal level'], ['film', 'stories', 'near impossibility', 'drug trade', 'dollars', 'US', 'year', 'cause'], ['tales', 'characters', 'cross paths'], ['elements', 'Soderbergh', 'message', 'story features Benicio Del Toro', 'Javier Rodriguez Rodriguez'], ['cop in Baja', 'Mexico', 'law', 'wheels', 'time', 'time'], ['drug bust', 'Juarez drug cartel', 'General Salazar', 'drugs', 'credit'], ['Javier', 'partner', 'Salazar', 'war on drugs', 'Obregon cartel', 'Tijuana', 'time.Meanwhile', 'States', 'Judge Robert Wakefield', 'Michael Douglas', 'Ohio Supreme Court', 'President', 'nation', 'new leader', 'drug war'], ['judge', 'drug war', 'San Diego', 'Monty', 'Don Cheadle', 'Ray', 'Luis Guzman', 'federal agents', 'drug bust', 'drug supplier', 'Eduardo Ruiz', 'Miguel Ferrer'], ['events', 'drug food chain', 'Carlos Ayala', 'well-to-do suburban man', 'illegal drugs', 'country from Mexico'], ['arrest', 'pregnant wife', 'Helena', 'Katherine Zeta-Jones', 'film', 'care', 'son', 'court costs', 'dollar debt', 'drug lords', 'Mexico.Traffic', 'Simon Moore', 'writer', 'British miniseries', 'Traffik', 'script'], ['character', 'motives', 'courses'], ['films', 'matters', 'fairy tale'], ['realism', 'issues', 'movie'], ['intertwining stories', 'home', 'fact that drugs', 'script', 'phenomenal', 'ensemble cast'], ['Zeta-Jones', 'Del Toro', 'Golden Globe nominations', 'Best Supporting Actress', 'Actor', 'drama', 'roles', 'film'], ['Don Cheadle', 'role'], ['Michael Douglas', 'performance while Erika Christensen', 'good job', 'daughter'], ['Grace', 'TV', 'Show', 'upper-class', 'druggie boyfriend'], ['Dennis Quid', 'character', 'underused.The stories', 'various filters and lenses', 'film', 'viewing pleasure', 'movie'], ['Mexico', 'hand', 'camera', 'yellow lens', 'shaky look', 'feel', 'Del Toro', 'situation'], ['Douglas', 'story', 'hue of solemn', 'blue'], ['Zeta-Jones', 'story', 'use of lenses', 'situation and actions', 'dialogue', 'statistics', 'bit', 'Traffic ranks', 'ten films', 'Soderbergh', 'other venture', 'Erin Brokovich'], ['film', 'Oscar for Best Picture.By film', 'end', 'message'], ['fight against drugs', 'uphill battle', 'battle']]"
After Hours (1985) - IMDb,"[['film'], ['Arquette', 'slender', 'hot sexpot']]"
Apocalypto (2006) - IMDb,"[['film', 'theatre'], ['experience man'], ['Went', 'trailer', 'reviews'], ['survival films'], ['Everything', 'good bah', 'flick'], ['awesome visual treat'], ['adventure story', 'lot', 'brutal action'], ['adrenaline', 'chase movie'], ['minutes', 'n survival films'], ['Thank', 'Mad Gibson', 'wonderful cinematic experience'], ['masterpiece'], ['movie', 'edge', 'seat', 'end credits'], ['waterfall sequence', 'breathtaking'], ['scene from Predator', 'US Marshals'], ['cameramen', 'credit', 'chase scenes'], ['movie', 'n breathtaking visuals', 'landscapes']]"
The Name of the Rose (1986) - IMDb,"[[""'Variety"", 'film'], ['Name', 'Rose', 'films', ""'80s"", 'film', 'greatness', 'time'], ['bestselling novel', 'Umberto Eco', 'film', 'murder mystery', 'period trappings', 'clutch', 'performances.Brother William', 'Baskerville', 'Sean Connery', 'apprentice Adso', 'Christian Slater', 'monks', 'Century monastery', 'religious conference'], ['arrival', 'series', 'bloodthirsty murders', 'place', 'friars', 'alive begin', 'Apocalypse', 'disturbed individual'], ['Brother William', 'penchant for sleuthing', 'mysterious deaths and discovers', 'victim', 'eyes', 'Greek manuscript', 'hidden deep', 'interior', 'monastery'], ['killer', 'book', 'existence', 'killings', 'inquisitor', 'F. Murray Abraham', 'tries', 'Brother William', 'theories', 'crimes', 'non-existent heretics', 'satanists.The film', 'way', 'uncomfortable monastery', 'graphic murders', 'grotesque', 'disfigured characters', 'sex scene', 'authentic-sounding dialogue', 'excellent indoor', 'outdoor locations', 'costume designs'], ['film', 'hurry', 'plod'], ['Connery', 'hero', 'Abraham', 'role as Bernardo Gui', 'inquisitor', 'Slater', 'tender age', 'loyal apprentice'], ['Roy Scheider', 'Michael Caine', 'Connery role', 'actor', 'character'], ['Jacques Annaud', 'shadow', 'expression', 'plot piece', 'eye', 'director', 'material'], ['Name', 'Rose', 'question']]"
